,LoanOriginalAmount,IncomeRange,IsBorrowerHomeOwner
55295,1525,"$25,000-49,999",FALSE
55296,4000,"$1-24,999",FALSE
55297,2000,"$75,000-99,999",TRUE
55298,1500,"$50,000-74,999",TRUE
55299,17500,"$100,000+",TRUE
55300,9500,"$25,000-49,999",FALSE
55301,10000,"$25,000-49,999",FALSE
55302,7000,"$25,000-49,999",FALSE
55304,7500,"$100,000+",FALSE
55305,3600,"$25,000-49,999",TRUE
55306,4000,"$50,000-74,999",TRUE
55307,13000,"$50,000-74,999",TRUE
55308,1000,"$1-24,999",FALSE
55309,7500,"$25,000-49,999",TRUE
55310,10000,"$50,000-74,999",FALSE
55311,4000,"$25,000-49,999",TRUE
55312,4000,"$25,000-49,999",FALSE
55313,3500,"$50,000-74,999",TRUE
55314,15000,"$25,000-49,999",FALSE
55315,6000,"$50,000-74,999",TRUE
55316,10000,"$1-24,999",FALSE
55317,5000,"$50,000-74,999",FALSE
55318,10000,"$25,000-49,999",TRUE
55319,3000,"$75,000-99,999",TRUE
55320,2000,"$25,000-49,999",FALSE
55321,15000,"$100,000+",TRUE
55322,13000,"$50,000-74,999",TRUE
55323,4500,"$25,000-49,999",TRUE
55324,8500,"$1-24,999",FALSE
55325,2500,"$25,000-49,999",TRUE
55326,2000,"$50,000-74,999",TRUE
55327,15500,"$25,000-49,999",TRUE
55328,11500,"$50,000-74,999",TRUE
55329,4000,"$25,000-49,999",FALSE
55330,4000,"$75,000-99,999",FALSE
55332,15000,"$25,000-49,999",TRUE
55333,15000,"$50,000-74,999",TRUE
55335,13500,"$25,000-49,999",FALSE
55336,7000,"$25,000-49,999",TRUE
55337,20000,"$50,000-74,999",TRUE
55338,5000,"$25,000-49,999",FALSE
55339,10000,"$50,000-74,999",FALSE
55340,7500,"$50,000-74,999",TRUE
55341,10000,"$50,000-74,999",TRUE
55343,4000,"$50,000-74,999",TRUE
55344,15000,"$100,000+",TRUE
55346,15000,"$50,000-74,999",TRUE
55347,3000,"$75,000-99,999",TRUE
55348,4000,"$25,000-49,999",TRUE
55349,6000,"$50,000-74,999",TRUE
55350,4600,"$75,000-99,999",TRUE
55352,9500,"$50,000-74,999",TRUE
55353,3600,"$50,000-74,999",FALSE
55354,6000,"$50,000-74,999",TRUE
55355,15000,"$50,000-74,999",FALSE
55356,15000,"$50,000-74,999",TRUE
55357,4000,"$50,000-74,999",TRUE
55358,15000,"$50,000-74,999",TRUE
55359,12000,"$75,000-99,999",TRUE
55360,4000,"$1-24,999",FALSE
55361,35000,"$100,000+",TRUE
55362,3000,"$25,000-49,999",TRUE
55363,4000,"$1-24,999",FALSE
55364,15000,"$50,000-74,999",FALSE
55365,1000,"$25,000-49,999",TRUE
55366,20000,"$50,000-74,999",FALSE
55367,25000,"$75,000-99,999",TRUE
55368,3000,"$100,000+",TRUE
55369,7519,"$50,000-74,999",TRUE
55370,12000,"$75,000-99,999",TRUE
55371,8000,"$50,000-74,999",TRUE
55372,2838,"$25,000-49,999",TRUE
55374,10000,"$25,000-49,999",FALSE
55375,6000,"$1-24,999",FALSE
55376,1875,"$25,000-49,999",TRUE
55377,13000,"$50,000-74,999",FALSE
55378,4000,"$25,000-49,999",FALSE
55379,12000,"$75,000-99,999",TRUE
55380,15000,"$100,000+",TRUE
55381,7500,"$25,000-49,999",FALSE
55382,3200,"$1-24,999",FALSE
55383,4000,"$100,000+",TRUE
55384,15000,"$75,000-99,999",TRUE
55385,2000,"$25,000-49,999",FALSE
55386,10000,"$25,000-49,999",FALSE
55387,35000,"$100,000+",TRUE
55388,4800,"$25,000-49,999",FALSE
55389,5000,"$75,000-99,999",TRUE
55390,15000,"$25,000-49,999",FALSE
55391,10000,"$75,000-99,999",TRUE
55392,3500,"$50,000-74,999",FALSE
55393,4000,"$1-24,999",FALSE
55394,4000,"$75,000-99,999",TRUE
55396,25000,"$100,000+",FALSE
55397,4000,"$25,000-49,999",FALSE
55399,4200,"$25,000-49,999",TRUE
55400,8000,"$75,000-99,999",TRUE
55402,25000,"$100,000+",TRUE
55403,5500,"$25,000-49,999",TRUE
55404,2000,$0,FALSE
55405,7000,"$25,000-49,999",TRUE
55406,4000,"$100,000+",TRUE
55407,7500,"$1-24,999",FALSE
55408,20000,"$100,000+",TRUE
55409,2000,"$25,000-49,999",FALSE
55411,15000,"$50,000-74,999",TRUE
55412,1200,"$1-24,999",FALSE
55413,5000,"$100,000+",TRUE
55414,10000,"$75,000-99,999",FALSE
55415,9000,"$50,000-74,999",TRUE
55416,2000,"$75,000-99,999",TRUE
55417,3700,"$50,000-74,999",TRUE
55418,4000,"$75,000-99,999",TRUE
55419,2500,"$1-24,999",FALSE
55420,8000,"$75,000-99,999",FALSE
55421,2500,"$25,000-49,999",FALSE
55422,4000,"$25,000-49,999",TRUE
55423,8000,"$100,000+",FALSE
55424,10000,"$25,000-49,999",FALSE
55425,10000,"$50,000-74,999",FALSE
55426,23000,"$100,000+",FALSE
55427,6000,"$25,000-49,999",FALSE
55428,5000,"$25,000-49,999",TRUE
55429,6000,"$1-24,999",FALSE
55430,1000,$0,TRUE
55431,2500,"$50,000-74,999",TRUE
55432,19000,"$75,000-99,999",TRUE
55433,4000,"$25,000-49,999",TRUE
55434,10000,"$100,000+",TRUE
55435,2500,"$25,000-49,999",TRUE
55436,4000,"$25,000-49,999",FALSE
55437,4000,"$50,000-74,999",FALSE
55438,7000,"$50,000-74,999",FALSE
55439,6000,"$50,000-74,999",FALSE
55440,5000,"$50,000-74,999",TRUE
55441,5000,"$25,000-49,999",TRUE
55442,2500,"$50,000-74,999",TRUE
55443,10000,"$1-24,999",FALSE
55444,19000,"$100,000+",TRUE
55446,6000,"$25,000-49,999",TRUE
55447,7500,"$50,000-74,999",TRUE
55448,3500,"$50,000-74,999",FALSE
55449,10000,"$100,000+",TRUE
55450,5000,"$25,000-49,999",FALSE
55451,3000,"$1-24,999",TRUE
55452,1650,"$25,000-49,999",FALSE
55453,25000,"$100,000+",TRUE
55454,7000,"$100,000+",TRUE
55455,1000,"$50,000-74,999",FALSE
55456,4000,"$25,000-49,999",FALSE
55457,20000,"$100,000+",TRUE
55459,4000,"$50,000-74,999",FALSE
55460,9000,"$25,000-49,999",TRUE
55461,15000,"$50,000-74,999",FALSE
55462,4000,"$50,000-74,999",FALSE
55463,11000,"$75,000-99,999",TRUE
55464,2500,"$50,000-74,999",FALSE
55465,2100,"$25,000-49,999",FALSE
55466,8100,"$50,000-74,999",FALSE
55467,7500,"$100,000+",TRUE
55468,4000,"$50,000-74,999",TRUE
55469,5000,"$50,000-74,999",FALSE
55470,7000,"$50,000-74,999",FALSE
55471,4500,"$25,000-49,999",FALSE
55472,15000,"$100,000+",TRUE
55473,7000,"$75,000-99,999",FALSE
55474,5000,"$75,000-99,999",TRUE
55475,4000,"$75,000-99,999",TRUE
55476,20000,"$75,000-99,999",TRUE
55477,6001,"$50,000-74,999",FALSE
55478,1500,"$25,000-49,999",FALSE
55479,4000,"$50,000-74,999",TRUE
55480,4000,"$50,000-74,999",FALSE
55481,4000,"$1-24,999",FALSE
55482,2000,"$50,000-74,999",FALSE
55484,7000,"$100,000+",TRUE
55485,2500,"$25,000-49,999",FALSE
55486,10500,"$75,000-99,999",TRUE
55487,5000,"$25,000-49,999",FALSE
55488,10000,"$25,000-49,999",FALSE
55489,15000,"$25,000-49,999",TRUE
55490,11500,"$25,000-49,999",FALSE
55491,15000,"$50,000-74,999",TRUE
55492,2000,"$50,000-74,999",TRUE
55493,8500,"$50,000-74,999",TRUE
55494,10000,"$25,000-49,999",FALSE
55495,15000,"$75,000-99,999",TRUE
55496,8000,"$50,000-74,999",FALSE
55497,2000,"$25,000-49,999",FALSE
55498,5500,"$50,000-74,999",TRUE
55499,10000,"$50,000-74,999",TRUE
55500,9000,"$25,000-49,999",FALSE
55501,2000,"$50,000-74,999",FALSE
55502,7000,"$50,000-74,999",FALSE
55503,5000,"$50,000-74,999",FALSE
55504,4000,"$25,000-49,999",FALSE
55505,15000,"$50,000-74,999",TRUE
55506,5000,"$75,000-99,999",TRUE
55507,3000,"$100,000+",TRUE
55508,8500,"$75,000-99,999",TRUE
55509,7500,"$75,000-99,999",TRUE
55510,6500,"$25,000-49,999",FALSE
55511,10000,"$50,000-74,999",FALSE
55512,2500,"$25,000-49,999",TRUE
55513,5500,"$50,000-74,999",TRUE
55514,15000,"$75,000-99,999",TRUE
55516,10000,"$75,000-99,999",TRUE
55517,20000,"$50,000-74,999",TRUE
55518,10000,"$50,000-74,999",TRUE
55520,4000,"$25,000-49,999",FALSE
55521,15000,"$50,000-74,999",FALSE
55522,4000,"$25,000-49,999",TRUE
55524,7500,"$50,000-74,999",TRUE
55526,10000,"$50,000-74,999",TRUE
55527,7000,"$25,000-49,999",FALSE
55528,3500,"$1-24,999",FALSE
55529,25000,"$100,000+",TRUE
55530,2000,"$50,000-74,999",TRUE
55531,16000,"$75,000-99,999",TRUE
55532,25000,"$75,000-99,999",FALSE
55533,20000,"$50,000-74,999",FALSE
55535,4000,"$25,000-49,999",TRUE
55536,5200,"$25,000-49,999",TRUE
55537,15000,"$100,000+",TRUE
55538,7450,"$1-24,999",FALSE
55539,7500,"$75,000-99,999",TRUE
55540,7500,"$25,000-49,999",TRUE
55541,3150,"$25,000-49,999",TRUE
55542,7500,"$75,000-99,999",TRUE
55543,4000,"$100,000+",TRUE
55544,35000,"$100,000+",TRUE
55545,11000,"$50,000-74,999",TRUE
55546,1000,"$25,000-49,999",FALSE
55547,8500,"$25,000-49,999",FALSE
55548,3000,"$75,000-99,999",TRUE
55549,1000,"$1-24,999",FALSE
55550,15000,"$25,000-49,999",TRUE
55552,13500,"$75,000-99,999",FALSE
55553,10000,"$25,000-49,999",TRUE
55554,10000,"$75,000-99,999",TRUE
55555,4000,"$100,000+",TRUE
55557,12000,"$50,000-74,999",TRUE
55558,15000,"$50,000-74,999",TRUE
55560,7000,"$50,000-74,999",TRUE
55561,1000,"$50,000-74,999",TRUE
55562,8000,"$50,000-74,999",FALSE
55563,5000,"$1-24,999",FALSE
55564,10000,"$25,000-49,999",FALSE
55565,10000,"$25,000-49,999",FALSE
55566,10000,"$100,000+",TRUE
55567,15000,"$100,000+",TRUE
55568,1700,"$25,000-49,999",FALSE
55569,4000,"$25,000-49,999",TRUE
55570,10000,"$50,000-74,999",TRUE
55571,15000,"$75,000-99,999",FALSE
55572,16000,"$50,000-74,999",FALSE
55573,4000,"$50,000-74,999",FALSE
55574,5500,"$50,000-74,999",FALSE
55575,15000,"$50,000-74,999",FALSE
55576,10000,"$1-24,999",FALSE
55577,10000,"$75,000-99,999",FALSE
55578,4000,"$25,000-49,999",FALSE
55579,5000,"$75,000-99,999",TRUE
55580,4000,"$25,000-49,999",FALSE
55581,2000,"$25,000-49,999",FALSE
55582,15000,"$75,000-99,999",FALSE
55583,20000,"$75,000-99,999",TRUE
55584,7500,"$100,000+",FALSE
55585,10000,"$25,000-49,999",FALSE
55586,3001,"$75,000-99,999",TRUE
55587,12000,"$25,000-49,999",FALSE
55588,11000,"$75,000-99,999",TRUE
55589,15000,"$25,000-49,999",FALSE
55591,15000,"$75,000-99,999",TRUE
55592,4000,"$50,000-74,999",FALSE
55593,1200,"$25,000-49,999",FALSE
55594,19500,"$100,000+",TRUE
55595,10000,"$25,000-49,999",FALSE
55596,4000,"$75,000-99,999",FALSE
55597,4000,"$1-24,999",FALSE
55598,11000,"$50,000-74,999",TRUE
55599,2000,"$25,000-49,999",FALSE
55600,2000,"$25,000-49,999",TRUE
55601,2000,"$25,000-49,999",FALSE
55602,8000,"$25,000-49,999",FALSE
55603,4000,"$25,000-49,999",TRUE
55605,15000,"$50,000-74,999",TRUE
55606,15000,"$75,000-99,999",FALSE
55607,15000,"$100,000+",FALSE
55609,12000,"$50,000-74,999",TRUE
55610,5000,"$25,000-49,999",TRUE
55611,3500,"$50,000-74,999",TRUE
55612,25000,"$100,000+",TRUE
55613,13500,"$75,000-99,999",TRUE
55614,7500,"$25,000-49,999",FALSE
55615,25000,"$75,000-99,999",TRUE
55616,3000,"$75,000-99,999",TRUE
55617,1500,"$75,000-99,999",TRUE
55618,15000,"$50,000-74,999",FALSE
55619,5000,"$75,000-99,999",FALSE
55620,4000,"$25,000-49,999",TRUE
55621,10000,"$25,000-49,999",TRUE
55622,9500,"$25,000-49,999",FALSE
55623,6000,"$50,000-74,999",FALSE
55624,15000,"$75,000-99,999",TRUE
55626,1000,"$25,000-49,999",TRUE
55627,3000,"$25,000-49,999",FALSE
55628,10000,"$75,000-99,999",TRUE
55629,10000,"$25,000-49,999",TRUE
55630,15000,"$50,000-74,999",FALSE
55631,25000,"$100,000+",TRUE
55632,8000,"$75,000-99,999",TRUE
55633,3900,"$25,000-49,999",TRUE
55634,3500,"$50,000-74,999",FALSE
55635,15000,"$75,000-99,999",TRUE
55636,3000,"$50,000-74,999",TRUE
55637,15000,"$75,000-99,999",FALSE
55638,2000,"$50,000-74,999",TRUE
55639,13000,"$50,000-74,999",FALSE
55640,9000,"$50,000-74,999",TRUE
55641,20000,"$100,000+",FALSE
55642,23500,"$25,000-49,999",TRUE
55643,15000,"$50,000-74,999",TRUE
55644,15000,"$75,000-99,999",FALSE
55645,2000,"$25,000-49,999",FALSE
55646,15000,"$50,000-74,999",TRUE
55647,4000,"$50,000-74,999",FALSE
55648,20000,"$50,000-74,999",TRUE
55649,1500,"$50,000-74,999",FALSE
55651,17000,"$50,000-74,999",TRUE
55652,10000,"$25,000-49,999",TRUE
55653,15000,"$75,000-99,999",FALSE
55654,12000,"$50,000-74,999",FALSE
55655,25000,"$75,000-99,999",FALSE
55656,2000,"$25,000-49,999",FALSE
55657,6000,"$50,000-74,999",FALSE
55658,4000,"$25,000-49,999",TRUE
55659,10000,"$25,000-49,999",FALSE
55660,4000,"$1-24,999",FALSE
55661,1000,"$25,000-49,999",FALSE
55662,7500,"$50,000-74,999",TRUE
55663,3000,"$50,000-74,999",TRUE
55664,15000,"$1-24,999",FALSE
55665,4000,"$50,000-74,999",FALSE
55666,4000,"$25,000-49,999",FALSE
55667,15000,"$50,000-74,999",FALSE
55668,15000,"$50,000-74,999",FALSE
55669,12000,"$50,000-74,999",TRUE
55670,9000,"$75,000-99,999",TRUE
55671,2000,"$75,000-99,999",TRUE
55672,15000,"$50,000-74,999",FALSE
55674,7000,"$25,000-49,999",FALSE
55675,20000,"$75,000-99,999",TRUE
55676,10000,"$25,000-49,999",FALSE
55677,10000,"$25,000-49,999",FALSE
55678,7000,"$25,000-49,999",TRUE
55679,7000,"$75,000-99,999",TRUE
55680,3750,"$50,000-74,999",TRUE
55681,15000,"$75,000-99,999",FALSE
55683,25000,"$75,000-99,999",FALSE
55684,10000,"$25,000-49,999",TRUE
55685,4000,"$25,000-49,999",FALSE
55686,4000,"$1-24,999",FALSE
55687,8000,"$50,000-74,999",FALSE
55688,3000,"$50,000-74,999",FALSE
55689,1000,"$100,000+",TRUE
55690,4500,"$25,000-49,999",FALSE
55691,1000,"$25,000-49,999",FALSE
55692,2500,"$100,000+",TRUE
55693,15000,"$50,000-74,999",TRUE
55694,11500,"$25,000-49,999",FALSE
55696,10000,"$25,000-49,999",TRUE
55697,4000,"$100,000+",FALSE
55698,15500,"$50,000-74,999",TRUE
55699,10000,"$75,000-99,999",TRUE
55701,14000,"$75,000-99,999",FALSE
55702,6500,"$50,000-74,999",TRUE
55703,2000,"$25,000-49,999",FALSE
55704,8000,"$100,000+",TRUE
55705,3300,"$50,000-74,999",FALSE
55707,4000,"$25,000-49,999",FALSE
55708,2000,"$25,000-49,999",TRUE
55709,5000,"$100,000+",TRUE
55710,4000,"$25,000-49,999",TRUE
55711,7000,"$50,000-74,999",FALSE
55712,7500,"$50,000-74,999",FALSE
55713,12000,"$100,000+",TRUE
55715,3000,"$50,000-74,999",TRUE
55716,4000,"$100,000+",TRUE
55717,10000,"$25,000-49,999",FALSE
55718,15000,"$75,000-99,999",FALSE
55719,3000,"$25,000-49,999",FALSE
55721,14000,"$75,000-99,999",TRUE
55722,4000,"$25,000-49,999",FALSE
55723,11000,"$50,000-74,999",FALSE
55724,3500,$0,TRUE
55725,2000,"$75,000-99,999",TRUE
55726,3500,"$50,000-74,999",TRUE
55727,11000,"$25,000-49,999",FALSE
55728,2000,"$50,000-74,999",FALSE
55729,15000,"$25,000-49,999",TRUE
55730,13500,"$100,000+",TRUE
55731,10000,"$75,000-99,999",FALSE
55732,2000,"$25,000-49,999",TRUE
55733,1215,$0,FALSE
55734,4000,"$1-24,999",FALSE
55735,4000,"$50,000-74,999",FALSE
55736,15000,"$50,000-74,999",TRUE
55737,2200,"$1-24,999",FALSE
55738,5000,"$50,000-74,999",TRUE
55739,10500,"$100,000+",TRUE
55740,2000,"$1-24,999",FALSE
55741,17000,"$75,000-99,999",TRUE
55742,7500,"$75,000-99,999",TRUE
55744,10000,"$75,000-99,999",TRUE
55745,20000,"$50,000-74,999",TRUE
55746,15000,"$50,000-74,999",FALSE
55747,10000,"$25,000-49,999",FALSE
55748,10000,"$25,000-49,999",TRUE
55749,24154,"$100,000+",TRUE
55751,6000,"$25,000-49,999",FALSE
55752,15000,"$100,000+",FALSE
55753,3000,"$1-24,999",FALSE
55754,10000,"$100,000+",FALSE
55755,4000,"$50,000-74,999",TRUE
55756,2000,"$1-24,999",FALSE
55757,4000,"$50,000-74,999",TRUE
55758,2000,"$1-24,999",FALSE
55760,11000,"$100,000+",TRUE
55761,10000,"$50,000-74,999",TRUE
55762,4500,"$75,000-99,999",TRUE
55763,2000,"$50,000-74,999",FALSE
55764,2000,"$25,000-49,999",FALSE
55765,4955,"$25,000-49,999",TRUE
55766,15000,"$75,000-99,999",TRUE
55767,8000,"$50,000-74,999",TRUE
55768,5000,"$75,000-99,999",FALSE
55769,25000,"$100,000+",TRUE
55770,4500,"$50,000-74,999",TRUE
55771,2500,"$50,000-74,999",FALSE
55772,6500,"$75,000-99,999",TRUE
55773,3000,"$25,000-49,999",FALSE
55774,2300,"$25,000-49,999",FALSE
55775,3001,"$25,000-49,999",TRUE
55776,25000,"$50,000-74,999",TRUE
55777,15000,"$75,000-99,999",FALSE
55778,10000,"$75,000-99,999",TRUE
55779,1700,"$75,000-99,999",TRUE
55780,10000,"$75,000-99,999",TRUE
55782,23500,"$75,000-99,999",TRUE
55783,2500,"$50,000-74,999",FALSE
55784,17000,"$50,000-74,999",TRUE
55785,5500,"$50,000-74,999",FALSE
55786,7000,"$50,000-74,999",FALSE
55788,5000,"$25,000-49,999",TRUE
55789,3600,"$1-24,999",FALSE
55791,5050,"$25,000-49,999",FALSE
55792,9000,"$100,000+",TRUE
55793,2000,"$25,000-49,999",TRUE
55794,5000,"$25,000-49,999",FALSE
55795,6000,"$25,000-49,999",TRUE
55796,25000,"$100,000+",TRUE
55797,3500,"$50,000-74,999",FALSE
55798,5700,"$25,000-49,999",FALSE
55799,4000,"$75,000-99,999",TRUE
55800,12500,"$50,000-74,999",TRUE
55801,8000,"$25,000-49,999",FALSE
55802,6851,"$50,000-74,999",FALSE
55803,4000,"$50,000-74,999",FALSE
55804,15000,"$25,000-49,999",FALSE
55805,15000,"$100,000+",FALSE
55806,20000,"$100,000+",TRUE
55807,3500,"$25,000-49,999",FALSE
55808,3000,"$50,000-74,999",TRUE
55809,15000,"$100,000+",TRUE
55810,10000,"$25,000-49,999",FALSE
55811,3100,"$25,000-49,999",TRUE
55812,4500,"$50,000-74,999",FALSE
55813,8000,"$75,000-99,999",TRUE
55814,10000,"$50,000-74,999",TRUE
55816,1000,"$25,000-49,999",FALSE
55817,10000,"$25,000-49,999",TRUE
55818,15500,"$50,000-74,999",FALSE
55819,15000,"$50,000-74,999",TRUE
55820,3500,"$50,000-74,999",FALSE
55821,11500,"$75,000-99,999",TRUE
55822,2500,"$25,000-49,999",FALSE
55823,8500,"$25,000-49,999",FALSE
55824,3000,"$25,000-49,999",FALSE
55825,2000,"$1-24,999",FALSE
55826,13000,"$25,000-49,999",FALSE
55828,2000,"$25,000-49,999",TRUE
55829,9500,"$75,000-99,999",TRUE
55830,25000,"$100,000+",TRUE
55831,8500,"$50,000-74,999",FALSE
55832,4000,"$50,000-74,999",TRUE
55833,7000,"$25,000-49,999",TRUE
55834,4000,"$25,000-49,999",FALSE
55835,3000,"$75,000-99,999",FALSE
55836,4000,"$75,000-99,999",FALSE
55837,9000,"$100,000+",TRUE
55838,12000,"$75,000-99,999",TRUE
55839,2000,"$1-24,999",FALSE
55840,4000,"$75,000-99,999",TRUE
55841,2000,"$100,000+",TRUE
55842,15000,"$50,000-74,999",FALSE
55843,5000,"$1-24,999",FALSE
55844,7200,"$25,000-49,999",TRUE
55846,7000,"$100,000+",TRUE
55847,4000,"$100,000+",TRUE
55848,4000,"$100,000+",TRUE
55849,5000,"$75,000-99,999",TRUE
55850,15000,"$50,000-74,999",FALSE
55851,7000,"$50,000-74,999",TRUE
55852,6000,"$75,000-99,999",TRUE
55853,4090,"$25,000-49,999",FALSE
55854,4000,"$25,000-49,999",FALSE
55855,13000,"$100,000+",FALSE
55856,7500,"$100,000+",TRUE
55857,10000,"$100,000+",TRUE
55858,8000,"$75,000-99,999",FALSE
55859,15000,"$100,000+",TRUE
55860,15000,"$100,000+",TRUE
55861,10000,"$100,000+",TRUE
55862,1000,"$25,000-49,999",FALSE
55863,5500,"$50,000-74,999",TRUE
55864,20000,"$100,000+",TRUE
55865,2000,"$25,000-49,999",TRUE
55866,15000,"$100,000+",TRUE
55867,2500,"$1-24,999",TRUE
55868,13000,"$100,000+",FALSE
55869,4000,"$75,000-99,999",FALSE
55871,5220,"$25,000-49,999",FALSE
55872,2000,"$50,000-74,999",TRUE
55873,6500,"$50,000-74,999",TRUE
55874,15000,"$75,000-99,999",FALSE
55875,7500,"$50,000-74,999",FALSE
55876,5000,"$25,000-49,999",FALSE
55877,10000,"$25,000-49,999",TRUE
55879,13000,"$25,000-49,999",FALSE
55880,5000,"$75,000-99,999",TRUE
55881,4000,"$25,000-49,999",FALSE
55882,4000,"$75,000-99,999",TRUE
55883,3500,"$75,000-99,999",FALSE
55884,3000,"$75,000-99,999",TRUE
55885,1800,"$25,000-49,999",TRUE
55886,10000,"$75,000-99,999",TRUE
55887,10000,"$50,000-74,999",FALSE
55888,15000,"$25,000-49,999",TRUE
55889,6000,"$25,000-49,999",FALSE
55891,4000,"$75,000-99,999",FALSE
55892,15000,"$100,000+",TRUE
55893,10000,"$50,000-74,999",FALSE
55894,1000,"$75,000-99,999",TRUE
55895,15000,"$50,000-74,999",FALSE
55896,3500,"$50,000-74,999",FALSE
55897,3500,"$50,000-74,999",FALSE
55899,4000,"$50,000-74,999",TRUE
55900,1300,"$25,000-49,999",TRUE
55901,4000,"$100,000+",FALSE
55903,2000,"$75,000-99,999",TRUE
55904,2800,"$50,000-74,999",FALSE
55905,15000,"$100,000+",TRUE
55906,25000,"$100,000+",FALSE
55907,10000,"$50,000-74,999",FALSE
55908,4000,"$50,000-74,999",TRUE
55910,3500,"$1-24,999",FALSE
55911,5000,"$25,000-49,999",FALSE
55912,2000,"$25,000-49,999",FALSE
55913,10000,"$25,000-49,999",FALSE
55914,4000,"$25,000-49,999",FALSE
55915,7500,"$100,000+",TRUE
55916,1000,"$50,000-74,999",TRUE
55917,7000,"$50,000-74,999",FALSE
55918,3000,"$25,000-49,999",FALSE
55919,15000,"$100,000+",TRUE
55921,5000,"$100,000+",TRUE
55922,2500,"$25,000-49,999",FALSE
55923,8000,"$25,000-49,999",TRUE
55924,5000,"$50,000-74,999",FALSE
55925,3500,"$25,000-49,999",TRUE
55926,4000,"$1-24,999",FALSE
55927,5500,"$25,000-49,999",FALSE
55928,4000,"$25,000-49,999",FALSE
55930,2100,"$25,000-49,999",FALSE
55931,10000,"$25,000-49,999",FALSE
55932,4000,"$25,000-49,999",FALSE
55933,25000,"$100,000+",TRUE
55934,35000,"$100,000+",FALSE
55935,4800,"$25,000-49,999",FALSE
55936,1500,"$25,000-49,999",TRUE
55937,9000,"$25,000-49,999",FALSE
55938,4000,"$50,000-74,999",TRUE
55939,10000,"$25,000-49,999",FALSE
55940,3000,"$25,000-49,999",FALSE
55941,2000,"$50,000-74,999",FALSE
55942,2000,"$1-24,999",FALSE
55943,4000,"$50,000-74,999",FALSE
55944,4500,"$25,000-49,999",FALSE
55945,15000,"$50,000-74,999",TRUE
55947,9000,"$25,000-49,999",TRUE
55948,9000,"$100,000+",TRUE
55949,25000,"$100,000+",TRUE
55950,6500,"$1-24,999",FALSE
55951,4000,"$50,000-74,999",FALSE
55953,15000,"$100,000+",TRUE
55954,5000,"$25,000-49,999",TRUE
55955,4000,"$50,000-74,999",TRUE
55956,5000,"$100,000+",TRUE
55957,4000,"$25,000-49,999",FALSE
55958,4000,"$25,000-49,999",TRUE
55959,15000,"$50,000-74,999",TRUE
55960,2000,"$25,000-49,999",FALSE
55961,10000,"$50,000-74,999",FALSE
55962,10000,"$25,000-49,999",TRUE
55964,19000,"$50,000-74,999",TRUE
55965,3000,"$50,000-74,999",TRUE
55966,10000,"$25,000-49,999",FALSE
55967,15000,"$50,000-74,999",TRUE
55968,4000,"$25,000-49,999",FALSE
55969,3000,"$25,000-49,999",FALSE
55971,3500,"$25,000-49,999",FALSE
55972,17500,"$75,000-99,999",TRUE
55974,5000,"$25,000-49,999",TRUE
55975,10000,"$100,000+",TRUE
55976,1600,"$25,000-49,999",FALSE
55977,7500,"$75,000-99,999",TRUE
55978,4500,"$50,000-74,999",TRUE
55979,24000,$0,TRUE
55980,1500,"$1-24,999",FALSE
55982,15000,"$75,000-99,999",TRUE
55983,4000,"$50,000-74,999",FALSE
55984,8000,"$50,000-74,999",TRUE
55985,3500,"$25,000-49,999",TRUE
55986,10000,"$100,000+",TRUE
55987,12200,"$100,000+",FALSE
55989,10000,"$100,000+",TRUE
55990,8000,"$25,000-49,999",FALSE
55991,11500,"$50,000-74,999",TRUE
55992,5000,"$25,000-49,999",FALSE
55993,13000,"$25,000-49,999",TRUE
55994,11000,"$50,000-74,999",FALSE
55995,1000,"$100,000+",FALSE
55996,10000,"$25,000-49,999",TRUE
55997,1000,"$50,000-74,999",TRUE
55998,6000,"$50,000-74,999",FALSE
55999,15000,"$50,000-74,999",FALSE
56000,15000,"$50,000-74,999",FALSE
56001,25000,"$75,000-99,999",FALSE
56002,2500,"$50,000-74,999",FALSE
56003,10000,"$100,000+",FALSE
56004,4000,"$100,000+",TRUE
56005,5000,"$100,000+",TRUE
56006,12217,"$1-24,999",FALSE
56007,13000,"$50,000-74,999",FALSE
56008,3000,"$50,000-74,999",TRUE
56009,5500,"$100,000+",TRUE
56010,25000,"$50,000-74,999",TRUE
56012,5000,"$50,000-74,999",TRUE
56013,10000,"$25,000-49,999",FALSE
56014,12553,"$50,000-74,999",TRUE
56015,6000,"$50,000-74,999",FALSE
56016,15000,"$50,000-74,999",FALSE
56017,13000,"$50,000-74,999",TRUE
56018,4000,"$1-24,999",FALSE
56019,10000,"$100,000+",TRUE
56020,3300,$0,TRUE
56021,7000,"$75,000-99,999",TRUE
56023,4000,"$75,000-99,999",FALSE
56024,7000,"$25,000-49,999",FALSE
56025,7500,"$50,000-74,999",TRUE
56026,7500,"$75,000-99,999",FALSE
56027,15000,"$75,000-99,999",FALSE
56028,10000,"$50,000-74,999",FALSE
56029,4000,"$50,000-74,999",FALSE
56030,6000,"$75,000-99,999",FALSE
56031,4000,"$50,000-74,999",TRUE
56032,5000,"$75,000-99,999",TRUE
56033,10000,"$25,000-49,999",FALSE
56034,10000,"$75,000-99,999",FALSE
56035,15000,"$50,000-74,999",TRUE
56036,10765,"$25,000-49,999",TRUE
56037,2000,"$25,000-49,999",TRUE
56038,2000,"$100,000+",TRUE
56039,8000,"$50,000-74,999",TRUE
